item_id,app_name,genres,price,release_date,developer
346170,Boring Man: Premium!,['Action'],4.99,2015-02-20,Spasman Games
346120,Boring Man - Online Tactical Stickman Combat,"['Action', 'Free to Play']",Free to Play,2014-04-04,Spasman Games
347680,Tormentum - Dark Sorrow Demo,"['Adventure', 'Indie']",0,2015-02-20,OhNoo Studio
348860,MyDream,"['Early Access', 'Free to Play', 'Casual', 'Adventure', 'Action', 'Indie', 'RPG']",Free to Play,2015-02-20,"MyDream Interactive, Inc "
338371,Influent DLC - Português do Brasil [Learn Brazilian Portuguese],"['Indie', 'Simulation', 'Strategy']",4.99,2015-02-20,Rob Howland
346560,Hero of the Kingdom II,"['Adventure', 'Casual', 'Indie', 'RPG']",7.99,2015-02-20,Lonely Troops
315840,Catacomb Kids,"['Action', 'Indie', 'RPG', 'Early Access']",15.99,2015-02-20,FourbitFriday
340130,Moorhuhn Invasion (Crazy Chicken Invasion),"['Action', 'Casual']",3.99,2015-02-20,Doyodo
398970,Fasaria World: Browser MO,"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2.99,2015-11-05,none 
348960,Odysseus: Long Way Home,"['Adventure', 'Casual']",3.99,2015-02-23,Rainbow Games
301050,Night Shift,"['Adventure', 'Indie']",4.99,2015-02-23,Brandon Brizzi
343840,Trash TV,"['Adventure', 'Indie']",6.99,2015-02-23,Lawrence Russell
327470,There Came an Echo: Original Soundtrack,"['Indie', 'Strategy']",9.99,2015-02-24,Iridium Studios
337740,Trials Fusion - Fault One Zero,['Racing'],4.99,2015-02-24,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
349130,Fuse - Free Brute Character Pack,"['Animation and Modeling', 'Design and Illustration', 'Utilities', 'Video Production']",0,2015-02-24,Mixamo
320381,Raid Mode: Weapon Storage B,"['Action', 'Adventure']",1.99,2015-02-24,Capcom
320383,Raid Mode: Parts Storage A,"['Action', 'Adventure']",1.99,2015-02-24,Capcom
320382,Raid Mode: Weapon Storage C,"['Action', 'Adventure']",1.99,2015-02-24,Capcom
320380,Raid Mode: Weapon Storage A,"['Action', 'Adventure']",1.99,2015-02-24,Capcom
320520,Oscura: Lost Light,"['Adventure', 'Indie']",6.99,2015-02-24,Chocolate Liberation Front
320385,Raid Mode: Parts Storage C,"['Action', 'Adventure']",1.99,2015-02-24,Capcom
320364,Costume Pack,"['Action', 'Adventure']",9.99,2015-02-24,Capcom
320384,Raid Mode: Parts Storage B,"['Action', 'Adventure']",1.99,2015-02-24,Capcom
320387,Raid Mode: Album Storage B,"['Action', 'Adventure']",1.99,2015-02-24,Capcom
320386,Raid Mode: Album Storage A,"['Action', 'Adventure']",1.99,2015-02-24,Capcom
320362,Natalia's Lottie Suit Costume,"['Action', 'Adventure']",2.99,2015-02-24,Capcom
320363,Barry's Commandant Costume,"['Action', 'Adventure']",2.99,2015-02-24,Capcom
320360,Claire's Rodeo Costume,"['Action', 'Adventure']",2.99,2015-02-24,Capcom
320388,Raid Mode: Album Storage C,"['Action', 'Adventure']",1.99,2015-02-24,Capcom
320371,Raid Mode Character: Albert Wesker,"['Action', 'Adventure']",2.49,2015-02-24,Capcom
320370,Raid Mode Character: HUNK,"['Action', 'Adventure']",2.49,2015-02-24,Capcom
320361,Moira's Urban Ninja Costume,"['Action', 'Adventure']",2.99,2015-02-24,Capcom
287290,Resident Evil Revelations 2 / Biohazard Revelations 2,"['Action', 'Adventure']",5.99,2015-02-24,"CAPCOM Co., Ltd."
320372,Raid Mode: Throwback Map Pack,"['Action', 'Adventure']",4.99,2015-02-24,Capcom
296280,TownCraft,"['Indie', 'Simulation', 'Strategy']",9.99,2015-02-25,"Flat Earth Games,Epiphany Games"
353020,Starlaxis Supernova Edition Demo,"['Action', 'Casual', 'Indie', 'Strategy']",4.99,2015-02-24,Spiderwork Games
340410,SuperBike TT,"['Early Access', 'Racing', 'Sports']",12.99,2015-02-25,Ghost Machine 
342560,Airships: Conquer the Skies,"['Action', 'Indie', 'Strategy', 'Early Access']",14.99,2015-02-25,David Stark
273500,Over 9000 Zombies!,"['Action', 'Indie']",1.99,2015-02-25,Loren Lemcke
323340,Oddworld: New 'n' Tasty - Scrub Abe Costume,['Adventure'],0.99,2015-02-25,"Just Add Water (Developments), Ltd."
341690,The Great Fusion,"['Adventure', 'Indie']",2.99,2015-02-25,Loading Home
333510,Isbarah,"['Action', 'Indie']",13.99,2015-02-25,Leikir Studio
314660,Oddworld: New 'n' Tasty,"['Action', 'Adventure', 'Indie']",19.99,2015-02-25,"Just Add Water (Developments), Ltd."
323341,Oddworld: New 'n' Tasty - Alf's Escape DLC,['Adventure'],2.99,2015-02-25,"Just Add Water (Developments), Ltd."
316610,A Good Snowman Is Hard To Build,['Indie'],9.99,2015-02-25,"Alan Hazelden,Benjamin Davis"
244160,Homeworld Remastered Collection,"['Simulation', 'Strategy']",34.99,2015-02-25,"Gearbox Software,Aspyr (Mac)"
349530,TableTop Cricket,"['Casual', 'Indie', 'Sports']",9.99,2015-02-25,Big Ant Studios
338160,Expansion - Europa Universalis IV: El Dorado,"['Simulation', 'Strategy']",14.99,2015-02-26,Paradox Development Studio
338162,"Europa Universalis IV: Guns, Drums and Steel Volume 2 Music Pack","['Simulation', 'Strategy']",2.49,2015-02-26,Paradox Development Studio
348870,Night Mysteries: The Amphora Prisoner,"['Adventure', 'Casual']",2.99,2015-02-26,Anvate Games
350010,Time Mysteries: Inheritance - Remastered,"['Adventure', 'Casual']",9.99,2014-10-06,Artifex Mundi
341080,NeXus: One Core,['Action'],4.99,2015-02-26,Hyde Games
338980,MOAI: Build Your Dream,"['Casual', 'Simulation', 'Strategy']",6.99,2013-04-07,"Alawar Entertainment,Toyman Interactive"
351740,Never Alone: Original Soundtrack,"['Action', 'Adventure', 'Indie']",6.99,2015-02-26,"Upper One Games,E-Line Media"
351890,PAYDAY 2: The Butcher's AK/CAR Mod Pack,"['Action', 'RPG']",1.99,2015-02-26,OVERKILL - a Starbreeze Studio.
343420,Agarest 2 - Bundle #1,"['Adventure', 'RPG', 'Strategy']",6.99,2015-02-26,Idea Factory
323470,DRAGON BALL XENOVERSE,['Action'],39.99,2015-02-26,DIMPS
322520,DYNASTY WARRIORS® 8 Empires,['Action'],49.99,2015-02-26,"KOEI TECMO GAMES CO., LTD."
348680,"DW8E: Edit Parts - Face, Hair & Accessary Pack",['Action'],9.99,2015-02-26,"KOEI TECMO GAMES CO., LTD."
349930,DW8E: Special Costume Pack 1,['Action'],4.99,2015-02-26,"KOEI TECMO GAMES CO., LTD."
349931,DW8E: Special Costume Pack 2,['Action'],7.99,2015-02-26,"KOEI TECMO GAMES CO., LTD."
349932,DW8E: Old Costume Pack 1,['Action'],2.99,2015-02-26,"KOEI TECMO GAMES CO., LTD."
349933,DW8E: Old Costume Pack 2,['Action'],2.99,2015-02-26,"KOEI TECMO GAMES CO., LTD."
342782,Rocksmith® 2014 – The Cars - “Good Times Roll”,"['Casual', 'Simulation']",2.99,2015-03-03,Ubisoft - San Francisco
342780,Rocksmith® 2014 – The Cars - “Just What I Needed”,"['Casual', 'Simulation']",2.99,2015-03-03,Ubisoft - San Francisco
342783,Rocksmith® 2014 – The Cars - “You’re All I’ve Got Tonight”,"['Casual', 'Simulation']",2.99,2015-03-03,Ubisoft - San Francisco
342781,Rocksmith® 2014 – The Cars - “Let’s Go”,"['Casual', 'Simulation']",2.99,2015-03-03,Ubisoft - San Francisco
342784,Rocksmith® 2014 – The Cars - “Bye Bye Love”,"['Casual', 'Simulation']",2.99,2015-03-03,Ubisoft - San Francisco
342785,Rocksmith® 2014 – The Cars Song Pack,"['Casual', 'Simulation']",11.99,2015-03-03,Ubisoft - San Francisco
310810,Shiftlings,"['Action', 'Adventure']",14.99,2015-03-03,Rock Pocket Games
318791,Call of Duty®: Advanced Warfare - Havoc,['Action'],14.99,2015-03-03,"Sledgehammer Games,Raven Software"
301560,White Night,['Adventure'],14.99,2015-03-03,OSome Studio
340520,Tallowmere,"['Action', 'Indie']",3.99,2015-03-03,Chris McFarland
346800,Damnation City of Death,"['Indie', 'Early Access']",9.99,2015-03-03,Antiproto
349550,Mighty Dungeons,"['Adventure', 'Casual', 'Indie', 'RPG']",0.99,2015-03-03,"Yohan Launay,Frederic Gaillard"
342570,HIS (Heroes In the Sky),"['Action', 'Casual', 'Free to Play', 'RPG', 'Simulation', 'Strategy']",139.92,2015-03-03,GameUS Inc.
353930,HIS - Blueprint Pack,"['Action', 'Casual', 'RPG', 'Simulation', 'Strategy']",9.99,2015-03-03,GameUS Inc.
353740,HIS - Rare Flight Pack,"['Action', 'Casual', 'Free to Play', 'RPG', 'Simulation', 'Strategy']",29.99,2015-03-03,GameUS Inc.
353741,HIS - Extend  Pack,"['Action', 'Casual', 'Free to Play', 'RPG', 'Simulation', 'Strategy']",39.99,2015-03-03,GameUS Inc.
319810,RER2 Episode Two: Contemplation,"['Action', 'Adventure']",5.99,2015-03-03,Capcom
346810,Marble Age,"['Indie', 'Simulation', 'Strategy']",5.99,2015-03-04,Clarus Victoria
353742,HIS - Battle Pack,"['Action', 'Casual', 'Free to Play', 'RPG', 'Simulation', 'Strategy']",49.99,2015-03-03,GameUS Inc.
258817,Talisman: Digital Edition - Season Pass,"['Indie', 'RPG', 'Strategy']",59.99,2015-03-06,Nomad Games
267778,Talisman - Character Pack #9 - Shape Shifter,"['Indie', 'RPG', 'Strategy']",1.99,2015-03-06,Nomad Games
351170,Pixel: ru²,"['Action', 'Indie', 'Strategy', 'Early Access']",9.99,2015-03-06,C63 Industries
351270,Pixel: ru² Demo,"['Action', 'Indie', 'Strategy']",4.29,2015-03-06,C63 Industries
351280,Pixel: ru² | Soundtrack,['Indie'],4.29,2015-03-06,SynthR
349690,ARMED SEVEN,"['Action', 'Indie']",4.99,2015-03-06,ASTRO PORT
279720,The I of the Dragon,['RPG'],6.99,2004-03-10,Primal
348090,PAYDAY 2: The OVERKILL Pack,"['Action', 'RPG']",1.99,2015-03-06,OVERKILL - a Starbreeze Studio.
348040,This War of Mine - War Child Charity DLC,"['Adventure', 'Indie', 'Simulation']",0.99,2015-03-09,11 bit studios
275100,Shelter 2,"['Adventure', 'Casual', 'Indie']",14.99,2015-03-09,Might and Delight
347430,Frankenstein: Master of Death,"['Adventure', 'Casual', 'Indie']",4.99,2015-03-09,"Jetdogs Studios,Fineway Studios"
334490,The Fool,"['Adventure', 'Casual']",9.99,2015-03-09,MagicIndie
349050,Pneuma: Breath of Life - Soundtrack,"['Adventure', 'Indie']",5.99,2015-03-09,"Deco Digital,Bevel Studios,Yakobo"
355320,After Reset RPG Demo,"['Adventure', 'Indie', 'RPG']",0,2015-03-09,Black Cloud Studios
355300,Night Mysteries: The Amphora Prisoner - Official Soundtrack,"['Adventure', 'Casual']",0,2015-03-09,Anvate Games
339031,Assassin’s Creed® Rogue - Time Saver: Activities Pack,"['Action', 'Adventure']",0.99,2015-03-09,"Ubisoft Sofia,Ubisoft Kiev"
347990,Assetto Corsa - Dream Pack 1,"['Indie', 'Racing', 'Simulation', 'Sports']",9.99,2015-03-11,Kunos Simulazioni
355520,The Albino Hunter,"['Adventure', 'Indie', 'RPG']",4.99,2015-03-10,Cherry Co. Studios
339033,Assassin’s Creed® Rogue - Time Saver: Resource Pack,"['Action', 'Adventure']",1.99,2015-03-09,"Ubisoft Sofia,Ubisoft Kiev"
352680,HIS - [P-38J] Lightning R.Bong Pack,"['Action', 'Casual', 'Strategy']",64.99,2015-03-03,
348180,Starship Traveller,"['Adventure', 'Indie', 'RPG']",4.99,2015-03-11,Tin Man Games
355760,Drizzlepath,"['Adventure', 'Casual', 'Indie']",2.99,2015-03-12,Tonguç Bodur
340540,TDP4:Team Battle,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer']",0,2012-09-10,JAVELIN OÜ
277758,Train Simulator: MRCE BR 185.5 Loco Add-On,['Simulation'],19.99,2015-03-12,Dovetail Games
354110,Supreme League of Patriots Issue 1: A Patriot Is Born Demo,[],14.99,2015-03-12,No Bull Intentions
293760,Automation - The Car Company Tycoon Game,"['Simulation', 'Strategy', 'Early Access']",29.99,2015-03-12,Camshaft Software
282210,Sid Meier's Starships,['Strategy'],14.99,2015-03-12,Firaxis Games
352190,Spirit of War,['Strategy'],9.99,2015-03-12,G-OLD
343600,Call of Duty®: Advanced Warfare - Championship Premium Personalization Pack,['Action'],3.99,2015-03-12,"Sledgehammer Games,Raven Software"
353620,FSX: Steam Edition - Piper PA-28RT-201 Arrow IV Add-On,['Simulation'],24.99,2015-03-17,Carenado
343940,Agarest 2 - Bundle #3,"['Adventure', 'RPG', 'Strategy']",8.99,2015-03-13,Idea Factory
337630,Bermuda,"['Adventure', 'Indie']",2.99,2015-03-17,InvertMouse
339200,Oceanhorn: Monster of Uncharted Seas,"['Action', 'Adventure', 'Indie', 'RPG']",14.99,2015-03-17,Cornfox &amp; Bros.
337640,Bermuda Demo,"['Adventure', 'Indie']",2.99,2015-03-17,InvertMouse
337730,Battletank LOBA,"['Action', 'Casual', 'Indie']",9.99,2015-03-17,Five Archers Games
352021,StarCrawlers Soundtrack,"['Adventure', 'Indie', 'RPG']",5.99,2015-03-17,Juggernaut Games
281940,Woolfe - The Red Hood Diaries,"['Action', 'Adventure', 'Indie']",9.99,2015-03-17,GRIN
339570,Enemy,"['Indie', 'RPG', 'Strategy']",14.99,2015-03-17,Tom Johnson
342791,Rocksmith® 2014 – Stiff Little Fingers - “Alternative Ulster”,"['Casual', 'Simulation']",2.99,2015-03-17,Ubisoft - San Francisco
342790,Rocksmith® 2014 – The Cranberries - “Zombie”,"['Casual', 'Simulation']",2.99,2015-03-17,Ubisoft - San Francisco
342792,Rocksmith® 2014 – Dropkick Murphys - “I’m Shipping Up to Boston”,"['Casual', 'Simulation']",2.99,2015-03-17,Ubisoft - San Francisco
353600,Spellbind,"['Adventure', 'Indie', 'RPG']",9.99,2015-03-17,Point2Point Entertainment
342794,Rocksmith® 2014 – Villagers - “Becoming a Jackal”,"['Casual', 'Simulation']",2.99,2015-03-17,Ubisoft - San Francisco
356880,Eron,['Indie'],1.99,2015-03-17,David Mulder
342793,Rocksmith® 2014 – Flogging Molly - “Drunken Lullabies”,"['Casual', 'Simulation']",2.99,2015-03-17,Ubisoft - San Francisco
357240,Three Fourths Home: Extended Edition - Art Book & Soundtrack,"['Adventure', 'Indie']",4.99,2015-03-20,[bracket]games
353051,Dead Rising 2 - Psychopath Skills Pack,"['Action', 'Adventure']",1.99,2015-03-17,Capcom Vancouver
341120,Glorkian Warrior: The Trials Of Glork,['Indie'],3.99,2015-03-24,Pixeljam
349480,Modular Combat,"['Action', 'Free to Play', 'RPG']",Free Mod,2008-01-18,Ascension Entertainment LLC
305500,Trapped Dead: Lockdown,"['Action', 'Indie', 'RPG']",9.99,2015-03-20,Bigmoon Studios
348530,Incognito,"['Action', 'Adventure', 'Indie']",7.99,2009-12-09,"Maxwolf,Fox"
339530,Factions: Origins of Malu,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",0,2015-03-23,Burning Dog Media
306100,Official Guide - Millennium,"['Adventure', 'Indie', 'RPG']",3.99,2015-03-20,Aldorlea Games
343070,World of Subways 4 – New York Line 7,['Simulation'],19.99,2015-03-23,TML-Studios
347213,Euro Truck Simulator 2 - Russian Paint Jobs Pack,"['Indie', 'Simulation']",0.99,2015-03-23,SCS Software
342580,12 Labours of Hercules,"['Casual', 'Strategy']",2.99,2015-03-23,"Jetdogs Studios,Zoom Out Games"
357660,Time Tracer's DLC Package,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",9.99,2015-03-23,KOG
348700,Walkover,"['Action', 'Free to Play', 'Indie']",Free to Play,2001-04-01,Millenium Project Enterprises
358610,Exowar,"['Action', 'Casual', 'Indie']",6.99,2015-03-26,Aleksander Ciesielski
353340,Dungeon Highway,"['Action', 'Indie']",3.99,2015-03-23,Substantial
352111,Axis Game Factory's AGFPRO - Voxel Sculpt DLC,"['Animation and Modeling', 'Design and Illustration', 'Education', 'Software Training', 'Utilities']",29.99,2015-03-23,Axis Game Factory LLC
357171,Blade Kitten: Soundtrack + Remixes,"['Action', 'Adventure']",9.99,2015-03-23,Krome Studios
358700,3d Bridges,['Simulation'],9.99,2015-03-24,Robert Dahlenburg
357170,Blade Kitten: Comic Pack - Dirty Angels,"['Action', 'Adventure']",6.99,2015-03-23,Krome Studios
348290,Hospital Manager,['Simulation'],4.99,2014-02-28,CCCP
343461,Total War: ATTILA - Celts Culture Pack,['Strategy'],7.99,2015-03-25,Creative Assembly
245370,Etherium,['Strategy'],9.99,2015-03-25,Tindalos Interactive
351080,The Corporate Machine,"['Simulation', 'Strategy']",9.99,2001-07-14,Stardock Entertainment
321450,Aquadelic GT,"['Racing', 'Simulation']",4.99,2015-03-25,"Hammerware, s.r.o."
357290,Red Lake,"['Action', 'Adventure', 'Indie']",0.99,2015-03-25,Talentplace
356710,Band of Drones,"['Indie', 'Strategy']",7.99,2015-03-25,Kiritsu Games
338372,Influent DLC - Suomi [Learn Finnish],"['Indie', 'Simulation', 'Strategy']",4.99,2015-03-25,Rob Howland
355420,FLAMBERGE,"['Adventure', 'RPG', 'Strategy', 'Early Access']",9.99,2015-03-25,Hydezeke
356123,HIS - [Avatar] XF5U Pack,"['Action', 'Casual', 'Free to Play', 'RPG', 'Simulation', 'Strategy']",19.99,2015-03-26,GameUS Inc.
355070,TDP5 Arena 3D,"['Action', 'Free to Play', 'Massively Multiplayer']",0,2014-09-15,Javelin OÜ
334850,1931: Scheherazade at the Library of Pergamum,"['Casual', 'Indie', 'RPG', 'Simulation']",24.99,2015-03-26,"Black Chicken Studios, inc."
277763,Train Simulator: Grand Central Class 180 'Adelante' DMU Add-On,['Simulation'],19.99,2015-03-26,Dovetail Games
327670,Ironcast,"['Indie', 'RPG', 'Strategy']",14.99,2015-03-26,Dreadbit
312230,Spirits of Xanadu,"['Action', 'Adventure', 'Indie']",9.99,2015-03-26,"Good Morning, Commander"
354310,Claws & Feathers,"['Casual', 'Strategy']",6.99,2014-09-18,Alawar Entertainment
352000,Resident Evil 5 - UNTOLD STORIES BUNDLE,"['Action', 'Adventure']",14.99,2015-03-26,Capcom
304030,ArcheAge,"['Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play,2015-03-26,XLGAMES
306399,Tropico 5 - Supervillain,"['RPG', 'Simulation', 'Strategy']",3.99,2015-03-26,Haemimont Games
279800,Grim Legends 2: Song of the Dark Swan,"['Adventure', 'Casual']",9.99,2014-09-27,Artifex Mundi
356440,Voices from the Sea - Plus,"['Adventure', 'Casual', 'Indie']",4.99,2014-09-16,Zeiva Inc
358150,PAYDAY 2: The Butcher's BBQ Pack,"['Action', 'RPG']",1.99,2015-03-26,"Lion Game Lion,OVERKILL - a Starbreeze Studio."
343423,Agarest 2 - Bundle #5,"['Adventure', 'RPG', 'Strategy']",6.99,2015-03-26,Idea Factory
325630,Arms Dealer,"['Simulation', 'Strategy']",5.99,2015-03-26,"Case in Point Studios, LLC"
351240,Venusian Vengeance,"['Action', 'Indie']",3.99,2012-10-25,Renegade Sector Games
339840,The Moment of Silence,"['Adventure', 'Indie']",14.99,2005-03-01,House of Tales
352780,An Octave Higher,"['Adventure', 'Indie']",11.99,2015-03-27,Kidalang
350810,Pixel Puzzles 2: Anime,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",9.99,2015-03-27,DL Softworks
345370,TyranoBuilder Visual Novel Studio,['Utilities'],14.99,2015-03-27,STRIKEWORKS
345660,RIDE,"['Racing', 'Simulation', 'Sports']",39.99,2015-03-27,Milestone S.r.l.
355430,//SNOWFLAKE TATTOO//,"['Action', 'Adventure', 'Indie', 'RPG']",4.99,2015-03-27,Rail Slave Games
341150,Age of Fear 2: The Chaos Lord GOLD,"['Indie', 'RPG', 'Strategy']",19.99,2015-03-27,Leslaw Sliwko
282590,Star Ruler 2,"['Indie', 'Strategy']",24.99,2015-03-27,"Blind Mind Studios,Glacicle"
347040,Keebles,"['Action', 'Indie']",9.99,2015-03-27,Burnt Fuse
359080,Why We Ride,['Racing'],0,2015-03-27,"Walking West Entertainment, Gnarlynow Entertainment "
350260,Jones On Fire Soundtrack,"['Casual', 'Indie']",4.99,2013-03-08,Glass Bottom Games
270810,Jones On Fire,"['Action', 'Casual', 'Indie', 'Racing']",2.99,2013-03-14,Glass Bottom Games
253530,Fortress Forever,"['Action', 'Free to Play', 'Indie']",0,2007-09-13,"Fortress Forever Development Team,Trepid Studios"
354730,Deadly Sin,"['Casual', 'RPG']",4.99,2015-03-27,Dancing Dragon Games
357600,Unium,"['Casual', 'Indie', 'Strategy']",1.99,2015-02-03,Kittehface Software
347450,RIDE: Yamaha Historical Bikes,"['Racing', 'Simulation', 'Sports']",3.99,2015-03-27,Milestone S.r.l.
290930,Half-Life 2: Update,"['Action', 'Adventure', 'Free to Play']",Free,2015-03-27,"Filip Victor,Valve"
354570,Artizens Official Soundtrack Vol. 1,[],0,2015-03-27,"Artizens, Inc."
344630,Princess Evangile All Ages Version,['Adventure'],34.99,2015-03-27,MOONSTONE
357440,A Pixel Story Original Soundtrack,"['Action', 'Adventure', 'Indie']",4.99,2015-03-30,Lamplight Studios
339460,A Pixel Story,"['Action', 'Adventure', 'Indie']",11.99,2015-03-30,Lamplight Studios
357830,Attack of the Labyrinth +,"['Action', 'Indie']",Free to Play,2015-03-03,Timedrop Studios
356940,MAGIX Music Maker Hip Hop Edition 6,['Audio Production'],39.99,2015-03-30,MAGIX Software GmbH
352150,Pre-purchase Reward Set,['Action'],24.99,2015-03-30,"Team NINJA,KOEI TECMO GAMES CO., LTD."
311730,DEAD OR ALIVE 5 Last Round: Core Fighters,['Action'],Free to Play,2015-03-30,"Team NINJA,KOEI TECMO GAMES CO., LTD."
358140,Fun Theme Set,['Action'],54.99,2015-03-30,"Team NINJA,KOEI TECMO GAMES CO., LTD."
358141,Halloween + Debut Costume Set,['Action'],64.99,2015-03-30,"Team NINJA,KOEI TECMO GAMES CO., LTD."
346900,AdVenture Capitalist,"['Casual', 'Free to Play', 'Indie']",Free to Play,2015-03-30,Hyper Hippo Games
346420,The Spatials,"['Indie', 'RPG', 'Simulation']",9.99,2015-03-30,Weird and Wry
336420,Bloodsports.TV,"['Action', 'Indie', 'Strategy']",9.99,2015-03-30,"Toadman Interactive,Fatshark"
351930,Locust - Expansion Pack,['Strategy'],2.99,2015-03-31,Fantasy Flight Games
329970,KeeperRL,"['RPG', 'Strategy', 'Early Access']",14.99,2015-03-31,Michal Brzozowski
342801,Rocksmith® 2014 – Spinal Tap - “Tonight I’m Gonna Rock You Tonight”,"['Casual', 'Simulation']",2.99,2015-03-31,Ubisoft - San Francisco
342803,Rocksmith® 2014 – Spinal Tap - “Stonehenge”,"['Casual', 'Simulation']",2.99,2015-03-31,Ubisoft - San Francisco
342804,Rocksmith® 2014 – Spinal Tap - “Gimme Some Money”,"['Casual', 'Simulation']",2.99,2015-03-31,Ubisoft - San Francisco
342802,Rocksmith® 2014 – Spinal Tap - “Big Bottom”,"['Casual', 'Simulation']",2.99,2015-03-31,Ubisoft - San Francisco
342805,Rocksmith® 2014 – Spinal Tap - “Sex Farm”,"['Casual', 'Simulation']",2.99,2015-03-31,Ubisoft - San Francisco
342806,Rocksmith® 2014 – Spinal Tap Song Pack,"['Casual', 'Simulation']",11.99,2015-03-31,Ubisoft - San Francisco
348400,BattleLore: Command,"['Indie', 'Strategy']",6.99,2014-11-25,Fantasy Flight Games
339690,Paperbound,"['Action', 'Indie']",9.99,2015-03-31,Dissident Logic
342430,From Bedrooms to Billions,[],9.99,2015-03-31,Gracious Films Ltd 
355770,Trials Fusion - After the Incident,['Racing'],4.99,2015-03-31,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
357770,The District,"['Action', 'Adventure', 'Indie', 'Early Access']",0.99,2017-12-10,DistrictTeam
342990,15 Days,"['Adventure', 'Casual', 'Indie']",9.99,2010-06-25,House of Tales
359810,Hare In The Hat,"['Adventure', 'Indie']",1.99,2015-04-01,RunServer
351400,The Defenders: The Second Wave,"['Action', 'Strategy']",2.99,2015-03-30,FallenMaster
357900,Make it indie!,"['Adventure', 'Indie', 'Simulation']",0.99,2015-04-01,Sometimes You
318490,LA Cops Soundtrack,"['Action', 'Adventure', 'Free to Play', 'Indie']",0,2015-04-01,Modern Dream
355150,gravilon,"['Adventure', 'Indie', 'Strategy']",1.99,2015-03-30,
344960,Jaques Roque,"['Adventure', 'Casual', 'Indie']",8.99,2015-04-01,"Thomas Schreiter,Dirk Schreiter,Jörg Winterstein,Peer Draeger,Gereon Bartel"
331200,Grass Simulator,"['Adventure', 'Casual', 'Indie', 'Simulation']",4.99,2015-04-01,Daniel Davies
341610,Grass Simulator - Soundtrack,"['Casual', 'Indie', 'Simulation']",2.99,2015-04-01,"Conor Strejcek,Daniel Davies"
316962,Hawk for DCS World,['Simulation'],39.99,2015-04-01,VEAO Simulations
335800,LEGO Batman 3: Beyond Gotham DLC: Heroines and Villainesses Character Pack,"['Action', 'Adventure']",0,2015-04-01,"TT Games Ltd,Feral Interactive (Mac)"
347230,1942: The Pacific Air War,"['Simulation', 'Strategy']",6.99,1994-01-01,"MicroProse Software, Inc"
347240,Challenge of the Five Realms: Spellbound in the World of Nhagardia,"['Adventure', 'RPG']",6.99,1992-01-01,"MicroProse Software, Inc"
360820,The Talos Principle - Serious DLC,"['Action', 'Adventure', 'Indie']",2.99,2015-04-01,Croteam
347250,F-19 Stealth Fighter,['Simulation'],6.99,1988-01-01,"MicroProse Software, Inc"
339610,Freestyle 2: Street Basketball,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Sports']",Free to Play,2015-04-01,Joycity
357930,R.O.O.T.S,"['Casual', 'Indie', 'Strategy']",2.99,2015-09-06,reMaginarium
311840,Wildlife Park,"['Casual', 'Indie', 'Simulation', 'Strategy']",6.99,2003-05-01,b-alive gmbh
337970,Wildlife Park - Wild Creatures,"['Casual', 'Indie', 'Simulation', 'Strategy']",5.99,2015-04-01,b-alive gmbh
347260,Hyperspeed,"['Adventure', 'RPG', 'Simulation', 'Strategy']",6.99,1991-01-01,"MicroProse Software, Inc"
335300,DARK SOULS™ II: Scholar of the First Sin,"['Action', 'RPG']",39.99,2015-04-01,"FromSoftware, Inc"
347270,Knights of the Sky,"['Action', 'Simulation']",6.99,1990-01-01,"MicroProse Software, Inc"
359090,Gare Sapphire Mechs,"['Action', 'Indie']",7.99,2015-04-01,Prexen Studios
239391,War for the Overworld - Underlord Edition Upgrade,"['Indie', 'Strategy']",9.99,2015-04-02,Brightrock Games
356122,HIS - [Avatar] Ho229 Pack,"['Action', 'Casual', 'Free to Play', 'RPG', 'Simulation', 'Strategy']",19.99,2015-04-02,GameUS Inc.
277765,Train Simulator: Network SouthEast Class 415 '4EPB' EMU Add-On,['Simulation'],19.99,2015-04-02,Dovetail Games
356770,Astronaut Simulator,"['Adventure', 'Indie', 'Simulation']",1.99,2015-04-02,Astrosimer
345930,Battle Academy 2 - Battle of Kursk,['Strategy'],19.99,2015-04-02,Slitherine Ltd.
359560,Shutter,"['Adventure', 'Indie']",1.99,2015-04-02,Cosmic Logic
345740,Farming Simulator 15 - JCB,['Simulation'],9.99,2015-04-02,Giants Software
361312,Depth - Corsair APS Skin,"['Action', 'Indie']",1.99,2015-04-02,Digital Confectioners
361313,Depth - Corsair P-11 Skin,"['Action', 'Indie']",1.99,2015-04-02,Digital Confectioners
361314,Depth - Corsair Knife Skin,"['Action', 'Indie']",1.99,2015-04-02,Digital Confectioners
230190,War for the Overworld,"['Indie', 'Strategy']",29.99,2015-04-02,Brightrock Games
